Energy Usage Information
"For location: DEMO HOUSEHOLD, AGOURA HILLS CA 91301

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"04/14/2026 ","04/14/2026 09:00AM ","04/14/2026 10:00AM ","0.636","0.000"
"04/14/2026 ","04/14/2026 10:00AM ","04/14/2026 11:00AM ","0.684","0.000"
"04/14/2026 ","04/14/2026 11:00AM ","04/14/2026 12:00PM ","0.666","0.000"
"04/14/2026 ","04/14/2026 12:00PM ","04/14/2026 1:00PM ","0.582","0.000"
"04/14/2026 ","04/14/2026 1:00PM ","04/14/2026 2:00PM ","0.564","0.000"
"04/14/2026 ","04/14/2026 2:00PM ","04/14/2026 3:00PM ","0.558","0.000"
"04/14/2026 ","04/14/2026 3:00PM ","04/14/2026 4:00PM ","0.570","0.000"
"04/14/2026 ","04/14/2026 4:00PM ","04/14/2026 5:00PM ","0.558","0.000"
"04/14/2026 ","04/14/2026 5:00PM ","04/14/2026 6:00PM ","0.552","0.000"
"04/14/2026 ","04/14/2026 6:00PM ","04/14/2026 7:00PM ","0.558","0.000"
"04/14/2026 ","04/14/2026 7:00PM ","04/14/2026 8:00PM ","1.092","0.000"
"04/14/2026 ","04/14/2026 8:00PM ","04/14/2026 9:00PM ","0.696","0.000"
"04/14/2026 ","04/14/2026 9:00PM ","04/14/2026 10:00PM ","0.576","0.000"
"04/14/2026 ","04/14/2026 10:00PM ","04/14/2026 11:00PM ","0.654","0.000"
"04/14/2026 ","04/14/2026 11:00PM ","04/15/2026 12:00AM ","0.672","0.000"
"04/15/2026 ","04/15/2026 12:00AM ","04/15/2026 01:00AM ","0.384","0.000"
"04/15/2026 ","04/15/2026 01:00AM ","04/15/2026 02:00AM ","0.318","0.000"
"04/15/2026 ","04/15/2026 02:00AM ","04/15/2026 03:00AM ","0.336","0.000"
"04/15/2026 ","04/15/2026 03:00AM ","04/15/2026 04:00AM ","0.354","0.000"
"04/15/2026 ","04/15/2026 04:00AM ","04/15/2026 05:00AM ","0.300","0.000"
"04/15/2026 ","04/15/2026 05:00AM ","04/15/2026 06:00AM ","0.378","0.000"
"04/15/2026 ","04/15/2026 06:00AM ","04/15/2026 07:00AM ","0.390","0.000"
"04/15/2026 ","04/15/2026 07:00AM ","04/15/2026 08:00AM ","0.564","0.000"
"04/15/2026 ","04/15/2026 08:00AM ","04/15/2026 09:00AM ","0.528","0.000"
"04/15/2026 ","04/15/2026 09:00AM ","04/15/2026 10:00AM ","0.486","0.000"
"04/15/2026 ","04/15/2026 10:00AM ","04/15/2026 11:00AM ","0.504","0.000"
"04/15/2026 ","04/15/2026 11:00AM ","04/15/2026 12:00PM ","0.654","0.000"
"04/15/2026 ","04/15/2026 12:00PM ","04/15/2026 1:00PM ","0.576","0.000"
"04/15/2026 ","04/15/2026 1:00PM ","04/15/2026 2:00PM ","0.882","0.000"
"04/15/2026 ","04/15/2026 2:00PM ","04/15/2026 3:00PM ","0.588","0.000"
"04/15/2026 ","04/15/2026 3:00PM ","04/15/2026 4:00PM ","0.528","0.000"
"04/15/2026 ","04/15/2026 4:00PM ","04/15/2026 5:00PM ","0.552","0.000"
"04/15/2026 ","04/15/2026 5:00PM ","04/15/2026 6:00PM ","0.690","0.000"
"04/15/2026 ","04/15/2026 6:00PM ","04/15/2026 7:00PM ","0.564","0.000"
"04/15/2026 ","04/15/2026 7:00PM ","04/15/2026 8:00PM ","0.738","0.000"
"04/15/2026 ","04/15/2026 8:00PM ","04/15/2026 9:00PM ","0.816","0.000"
"04/15/2026 ","04/15/2026 9:00PM ","04/15/2026 10:00PM ","0.696","0.000"
"04/15/2026 ","04/15/2026 10:00PM ","04/15/2026 11:00PM ","0.690","0.000"
"04/15/2026 ","04/15/2026 11:00PM ","04/16/2026 12:00AM ","0.624","0.000"
"04/16/2026 ","04/16/2026 12:00AM ","04/16/2026 01:00AM ","0.390","0.000"
"04/16/2026 ","04/16/2026 01:00AM ","04/16/2026 02:00AM ","0.342","0.000"
"04/16/2026 ","04/16/2026 02:00AM ","04/16/2026 03:00AM ","0.294","0.000"
"04/16/2026 ","04/16/2026 03:00AM ","04/16/2026 04:00AM ","0.318","0.000"
"04/16/2026 ","04/16/2026 04:00AM ","04/16/2026 05:00AM ","0.432","0.000"
"04/16/2026 ","04/16/2026 05:00AM ","04/16/2026 06:00AM ","0.354","0.000"
"04/16/2026 ","04/16/2026 06:00AM ","04/16/2026 07:00AM ","0.324","0.000"
"04/16/2026 ","04/16/2026 07:00AM ","04/16/2026 08:00AM ","0.780","0.000"
"04/16/2026 ","04/16/2026 08:00AM ","04/16/2026 09:00AM ","5.388","0.000"
"04/16/2026 ","04/16/2026 09:00AM ","04/16/2026 10:00AM ","8.268","0.000"
"04/16/2026 ","04/16/2026 10:00AM ","04/16/2026 11:00AM ","8.250","0.000"
"04/16/2026 ","04/16/2026 11:00AM ","04/16/2026 12:00PM ","8.316","0.000"
"04/16/2026 ","04/16/2026 12:00PM ","04/16/2026 1:00PM ","8.784","0.000"
"04/16/2026 ","04/16/2026 1:00PM ","04/16/2026 2:00PM ","8.544","0.000"
"04/16/2026 ","04/16/2026 2:00PM ","04/16/2026 3:00PM ","0.582","0.000"
"04/16/2026 ","04/16/2026 3:00PM ","04/16/2026 4:00PM ","0.660","0.000"
"04/16/2026 ","04/16/2026 4:00PM ","04/16/2026 5:00PM ","0.666","0.000"
"04/16/2026 ","04/16/2026 5:00PM ","04/16/2026 6:00PM ","0.642","0.000"
"04/16/2026 ","04/16/2026 6:00PM ","04/16/2026 7:00PM ","0.648","0.000"
"04/16/2026 ","04/16/2026 7:00PM ","04/16/2026 8:00PM ","1.374","0.000"
"04/16/2026 ","04/16/2026 8:00PM ","04/16/2026 9:00PM ","8.484","0.000"
"04/16/2026 ","04/16/2026 9:00PM ","04/16/2026 10:00PM ","2.232","0.000"
"04/16/2026 ","04/16/2026 10:00PM ","04/16/2026 11:00PM ","0.528","0.000"
"04/16/2026 ","04/16/2026 11:00PM ","04/17/2026 12:00AM ","0.426","0.000"
"04/17/2026 ","04/17/2026 12:00AM ","04/17/2026 01:00AM ","0.312","0.000"
"04/17/2026 ","04/17/2026 01:00AM ","04/17/2026 02:00AM ","0.330","0.000"
"04/17/2026 ","04/17/2026 02:00AM ","04/17/2026 03:00AM ","0.288","0.000"
"04/17/2026 ","04/17/2026 03:00AM ","04/17/2026 04:00AM ","0.324","0.000"
"04/17/2026 ","04/17/2026 04:00AM ","04/17/2026 05:00AM ","0.294","0.000"
"04/17/2026 ","04/17/2026 05:00AM ","04/17/2026 06:00AM ","0.294","0.000"
"04/17/2026 ","04/17/2026 06:00AM ","04/17/2026 07:00AM ","0.342","0.000"
"04/17/2026 ","04/17/2026 07:00AM ","04/17/2026 08:00AM ","0.330","0.000"
"04/17/2026 ","04/17/2026 08:00AM ","04/17/2026 09:00AM ","0.282","0.000"
"04/17/2026 ","04/17/2026 09:00AM ","04/17/2026 10:00AM ","0.264","0.000"
"04/17/2026 ","04/17/2026 10:00AM ","04/17/2026 11:00AM ","0.270","0.000"
"04/17/2026 ","04/17/2026 11:00AM ","04/17/2026 12:00PM ","0.294","0.000"
"04/17/2026 ","04/17/2026 12:00PM ","04/17/2026 1:00PM ","0.276","0.000"
"04/17/2026 ","04/17/2026 1:00PM ","04/17/2026 2:00PM ","0.276","0.000"
"04/17/2026 ","04/17/2026 2:00PM ","04/17/2026 3:00PM ","0.300","0.000"
"04/17/2026 ","04/17/2026 3:00PM ","04/17/2026 4:00PM ","0.276","0.000"
"04/17/2026 ","04/17/2026 4:00PM ","04/17/2026 5:00PM ","0.276","0.000"
"04/17/2026 ","04/17/2026 5:00PM ","04/17/2026 6:00PM ","0.306","0.000"
"04/17/2026 ","04/17/2026 6:00PM ","04/17/2026 7:00PM ","0.276","0.000"
"04/17/2026 ","04/17/2026 7:00PM ","04/17/2026 8:00PM ","0.342","0.000"
"04/17/2026 ","04/17/2026 8:00PM ","04/17/2026 9:00PM ","0.390","0.000"
"04/17/2026 ","04/17/2026 9:00PM ","04/17/2026 10:00PM ","0.360","0.000"
"04/17/2026 ","04/17/2026 10:00PM ","04/17/2026 11:00PM ","0.360","0.000"
"04/17/2026 ","04/17/2026 11:00PM ","04/18/2026 12:00AM ","0.390","0.000"
"04/18/2026 ","04/18/2026 12:00AM ","04/18/2026 01:00AM ","0.294","0.000"
"04/18/2026 ","04/18/2026 01:00AM ","04/18/2026 02:00AM ","0.306","0.000"
"04/18/2026 ","04/18/2026 02:00AM ","04/18/2026 03:00AM ","0.306","0.000"
"04/18/2026 ","04/18/2026 03:00AM ","04/18/2026 04:00AM ","0.300","0.000"
"04/18/2026 ","04/18/2026 04:00AM ","04/18/2026 05:00AM ","0.342","0.000"
"04/18/2026 ","04/18/2026 05:00AM ","04/18/2026 06:00AM ","0.384","0.000"
"04/18/2026 ","04/18/2026 06:00AM ","04/18/2026 07:00AM ","0.414","0.000"
"04/18/2026 ","04/18/2026 07:00AM ","04/18/2026 08:00AM ","0.342","0.000"
"04/18/2026 ","04/18/2026 08:00AM ","04/18/2026 09:00AM ","0.516","0.000"
"04/18/2026 ","04/18/2026 09:00AM ","04/18/2026 10:00AM ","1.020","0.000"
"04/18/2026 ","04/18/2026 10:00AM ","04/18/2026 11:00AM ","1.518","0.000"
"04/18/2026 ","04/18/2026 11:00AM ","04/18/2026 12:00PM ","0.432","0.000"
"04/18/2026 ","04/18/2026 12:00PM ","04/18/2026 1:00PM ","0.300","0.000"
"04/18/2026 ","04/18/2026 1:00PM ","04/18/2026 2:00PM ","0.276","0.000"
"04/18/2026 ","04/18/2026 2:00PM ","04/18/2026 3:00PM ","0.276","0.000"
"04/18/2026 ","04/18/2026 3:00PM ","04/18/2026 4:00PM ","0.450","0.000"
"04/18/2026 ","04/18/2026 4:00PM ","04/18/2026 5:00PM ","0.336","0.000"
"04/18/2026 ","04/18/2026 5:00PM ","04/18/2026 6:00PM ","0.306","0.000"
"04/18/2026 ","04/18/2026 6:00PM ","04/18/2026 7:00PM ","0.318","0.000"
"04/18/2026 ","04/18/2026 7:00PM ","04/18/2026 8:00PM ","0.354","0.000"
"04/18/2026 ","04/18/2026 8:00PM ","04/18/2026 9:00PM ","0.420","0.000"
"04/18/2026 ","04/18/2026 9:00PM ","04/18/2026 10:00PM ","0.564","0.000"
"04/18/2026 ","04/18/2026 10:00PM ","04/18/2026 11:00PM ","0.576","0.000"
"04/18/2026 ","04/18/2026 11:00PM ","04/19/2026 12:00AM ","0.486","0.000"
"04/19/2026 ","04/19/2026 12:00AM ","04/19/2026 01:00AM ","0.312","0.000"
"04/19/2026 ","04/19/2026 01:00AM ","04/19/2026 02:00AM ","0.330","0.000"
"04/19/2026 ","04/19/2026 02:00AM ","04/19/2026 03:00AM ","0.306","0.000"
"04/19/2026 ","04/19/2026 03:00AM ","04/19/2026 04:00AM ","0.300","0.000"
"04/19/2026 ","04/19/2026 04:00AM ","04/19/2026 05:00AM ","0.324","0.000"
"04/19/2026 ","04/19/2026 05:00AM ","04/19/2026 06:00AM ","0.288","0.000"
"04/19/2026 ","04/19/2026 06:00AM ","04/19/2026 07:00AM ","0.288","0.000"
"04/19/2026 ","04/19/2026 07:00AM ","04/19/2026 08:00AM ","0.288","0.000"
"04/19/2026 ","04/19/2026 08:00AM ","04/19/2026 09:00AM ","0.666","0.000"
"04/19/2026 ","04/19/2026 09:00AM ","04/19/2026 10:00AM ","0.624","0.000"
"04/19/2026 ","04/19/2026 10:00AM ","04/19/2026 11:00AM ","0.624","0.000"
"04/19/2026 ","04/19/2026 11:00AM ","04/19/2026 12:00PM ","1.014","0.000"
"04/19/2026 ","04/19/2026 12:00PM ","04/19/2026 1:00PM ","0.486","0.000"
"04/19/2026 ","04/19/2026 1:00PM ","04/19/2026 2:00PM ","0.522","0.000"
"04/19/2026 ","04/19/2026 2:00PM ","04/19/2026 3:00PM ","0.522","0.000"
"04/19/2026 ","04/19/2026 3:00PM ","04/19/2026 4:00PM ","0.600","0.000"
"04/19/2026 ","04/19/2026 4:00PM ","04/19/2026 5:00PM ","0.648","0.000"
"04/19/2026 ","04/19/2026 5:00PM ","04/19/2026 6:00PM ","0.948","0.000"
"04/19/2026 ","04/19/2026 6:00PM ","04/19/2026 7:00PM ","2.184","0.000"
"04/19/2026 ","04/19/2026 7:00PM ","04/19/2026 8:00PM ","2.394","0.000"
"04/19/2026 ","04/19/2026 8:00PM ","04/19/2026 9:00PM ","1.500","0.000"
"04/19/2026 ","04/19/2026 9:00PM ","04/19/2026 10:00PM ","1.308","0.000"
"04/19/2026 ","04/19/2026 10:00PM ","04/19/2026 11:00PM ","0.714","0.000"
"04/19/2026 ","04/19/2026 11:00PM ","04/20/2026 12:00AM ","0.534","0.000"
"04/20/2026 ","04/20/2026 12:00AM ","04/20/2026 01:00AM ","4.818","0.000"
"04/20/2026 ","04/20/2026 01:00AM ","04/20/2026 02:00AM ","8.166","0.000"
"04/20/2026 ","04/20/2026 02:00AM ","04/20/2026 03:00AM ","8.172","0.000"
"04/20/2026 ","04/20/2026 03:00AM ","04/20/2026 04:00AM ","8.130","0.000"
"04/20/2026 ","04/20/2026 04:00AM ","04/20/2026 05:00AM ","8.154","0.000"
"04/20/2026 ","04/20/2026 05:00AM ","04/20/2026 06:00AM ","8.082","0.000"
"04/20/2026 ","04/20/2026 06:00AM ","04/20/2026 07:00AM ","8.070","0.000"
"04/20/2026 ","04/20/2026 07:00AM ","04/20/2026 08:00AM ","2.478","0.000"
"04/20/2026 ","04/20/2026 08:00AM ","04/20/2026 09:00AM ","0.684","0.000"
"04/20/2026 ","04/20/2026 09:00AM ","04/20/2026 10:00AM ","0.654","0.000"
"04/20/2026 ","04/20/2026 10:00AM ","04/20/2026 11:00AM ","0.774","0.000"
"04/20/2026 ","04/20/2026 11:00AM ","04/20/2026 12:00PM ","0.654","0.000"
"04/20/2026 ","04/20/2026 12:00PM ","04/20/2026 1:00PM ","0.558","0.000"
"04/20/2026 ","04/20/2026 1:00PM ","04/20/2026 2:00PM ","0.600","0.000"
"04/20/2026 ","04/20/2026 2:00PM ","04/20/2026 3:00PM ","0.780","0.000"
"04/20/2026 ","04/20/2026 3:00PM ","04/20/2026 4:00PM ","1.332","0.000"
"04/20/2026 ","04/20/2026 4:00PM ","04/20/2026 5:00PM ","1.884","0.000"
"04/20/2026 ","04/20/2026 5:00PM ","04/20/2026 6:00PM ","1.686","0.000"
"04/20/2026 ","04/20/2026 6:00PM ","04/20/2026 7:00PM ","1.998","0.000"
"04/20/2026 ","04/20/2026 7:00PM ","04/20/2026 8:00PM ","1.650","0.000"
"04/20/2026 ","04/20/2026 8:00PM ","04/20/2026 9:00PM ","1.518","0.000"
"04/20/2026 ","04/20/2026 9:00PM ","04/20/2026 10:00PM ","0.996","0.000"
"04/20/2026 ","04/20/2026 10:00PM ","04/20/2026 11:00PM ","1.002","0.000"
"04/20/2026 ","04/20/2026 11:00PM ","04/21/2026 12:00AM ","0.564","0.000"
"04/21/2026 ","04/21/2026 12:00AM ","04/21/2026 01:00AM ","0.396","0.000"
"04/21/2026 ","04/21/2026 01:00AM ","04/21/2026 02:00AM ","0.342","0.000"
"04/21/2026 ","04/21/2026 02:00AM ","04/21/2026 03:00AM ","0.492","0.000"
"04/21/2026 ","04/21/2026 03:00AM ","04/21/2026 04:00AM ","0.420","0.000"
"04/21/2026 ","04/21/2026 04:00AM ","04/21/2026 05:00AM ","0.390","0.000"
"04/21/2026 ","04/21/2026 05:00AM ","04/21/2026 06:00AM ","0.354","0.000"
"04/21/2026 ","04/21/2026 06:00AM ","04/21/2026 07:00AM ","0.378","0.000"
"04/21/2026 ","04/21/2026 07:00AM ","04/21/2026 08:00AM ","1.062","0.000"
"04/21/2026 ","04/21/2026 08:00AM ","04/21/2026 09:00AM ","0.516","0.000"
"04/21/2026 ","04/21/2026 09:00AM ","04/21/2026 10:00AM ","0.462","0.000"
"04/21/2026 ","04/21/2026 10:00AM ","04/21/2026 11:00AM ","0.468","0.000"
"04/21/2026 ","04/21/2026 11:00AM ","04/21/2026 12:00PM ","0.480","0.000"
"04/21/2026 ","04/21/2026 12:00PM ","04/21/2026 1:00PM ","0.438","0.000"
"04/21/2026 ","04/21/2026 1:00PM ","04/21/2026 2:00PM ","0.432","0.000"
"04/21/2026 ","04/21/2026 2:00PM ","04/21/2026 3:00PM ","0.450","0.000"
"04/21/2026 ","04/21/2026 3:00PM ","04/21/2026 4:00PM ","0.480","0.000"
"04/21/2026 ","04/21/2026 4:00PM ","04/21/2026 5:00PM ","0.564","0.000"
"04/21/2026 ","04/21/2026 5:00PM ","04/21/2026 6:00PM ","0.594","0.000"
"04/21/2026 ","04/21/2026 6:00PM ","04/21/2026 7:00PM ","0.582","0.000"
"04/21/2026 ","04/21/2026 7:00PM ","04/21/2026 8:00PM ","1.056","0.000"
"04/21/2026 ","04/21/2026 8:00PM ","04/21/2026 9:00PM ","0.870","0.000"
"04/21/2026 ","04/21/2026 9:00PM ","04/21/2026 10:00PM ","0.816","0.000"
"04/21/2026 ","04/21/2026 10:00PM ","04/21/2026 11:00PM ","0.510","0.000"
"04/21/2026 ","04/21/2026 11:00PM ","04/22/2026 12:00AM ","0.426","0.000"
"04/22/2026 ","04/22/2026 12:00AM ","04/22/2026 01:00AM ","0.480","0.000"
"04/22/2026 ","04/22/2026 01:00AM ","04/22/2026 02:00AM ","0.348","0.000"
"04/22/2026 ","04/22/2026 02:00AM ","04/22/2026 03:00AM ","0.312","0.000"
"04/22/2026 ","04/22/2026 03:00AM ","04/22/2026 04:00AM ","0.312","0.000"
"04/22/2026 ","04/22/2026 04:00AM ","04/22/2026 05:00AM ","0.486","0.000"
"04/22/2026 ","04/22/2026 05:00AM ","04/22/2026 06:00AM ","0.318","0.000"
"04/22/2026 ","04/22/2026 06:00AM ","04/22/2026 07:00AM ","0.492","0.000"
"04/22/2026 ","04/22/2026 07:00AM ","04/22/2026 08:00AM ","1.050","0.000"
"04/22/2026 ","04/22/2026 08:00AM ","04/22/2026 09:00AM ","1.584","0.000"
"04/22/2026 ","04/22/2026 09:00AM ","04/22/2026 10:00AM ","0.666","0.000"
"04/22/2026 ","04/22/2026 10:00AM ","04/22/2026 11:00AM ","0.708","0.000"
"04/22/2026 ","04/22/2026 11:00AM ","04/22/2026 12:00PM ","0.744","0.000"
"04/22/2026 ","04/22/2026 12:00PM ","04/22/2026 1:00PM ","1.002","0.000"
"04/22/2026 ","04/22/2026 1:00PM ","04/22/2026 2:00PM ","0.768","0.000"
"04/22/2026 ","04/22/2026 2:00PM ","04/22/2026 3:00PM ","1.122","0.000"
"04/22/2026 ","04/22/2026 3:00PM ","04/22/2026 4:00PM ","0.678","0.000"
"04/22/2026 ","04/22/2026 4:00PM ","04/22/2026 5:00PM ","0.648","0.000"
"04/22/2026 ","04/22/2026 5:00PM ","04/22/2026 6:00PM ","0.816","0.000"
"04/22/2026 ","04/22/2026 6:00PM ","04/22/2026 7:00PM ","0.798","0.000"
"04/22/2026 ","04/22/2026 7:00PM ","04/22/2026 8:00PM ","0.750","0.000"
"04/22/2026 ","04/22/2026 8:00PM ","04/22/2026 9:00PM ","0.690","0.000"
"04/22/2026 ","04/22/2026 9:00PM ","04/22/2026 10:00PM ","0.720","0.000"
"04/22/2026 ","04/22/2026 10:00PM ","04/22/2026 11:00PM ","0.648","0.000"
"04/22/2026 ","04/22/2026 11:00PM ","04/23/2026 12:00AM ","0.474","0.000"
"04/23/2026 ","04/23/2026 12:00AM ","04/23/2026 01:00AM ","0.318","0.000"
"04/23/2026 ","04/23/2026 01:00AM ","04/23/2026 02:00AM ","0.324","0.000"
"04/23/2026 ","04/23/2026 02:00AM ","04/23/2026 03:00AM ","0.294","0.000"
"04/23/2026 ","04/23/2026 03:00AM ","04/23/2026 04:00AM ","0.318","0.000"
"04/23/2026 ","04/23/2026 04:00AM ","04/23/2026 05:00AM ","0.306","0.000"
"04/23/2026 ","04/23/2026 05:00AM ","04/23/2026 06:00AM ","0.306","0.000"
"04/23/2026 ","04/23/2026 06:00AM ","04/23/2026 07:00AM ","0.528","0.000"
"04/23/2026 ","04/23/2026 07:00AM ","04/23/2026 08:00AM ","1.302","0.000"
"04/23/2026 ","04/23/2026 08:00AM ","04/23/2026 09:00AM ","0.786","0.000"
"04/23/2026 ","04/23/2026 09:00AM ","04/23/2026 10:00AM ","0.630","0.000"
"04/23/2026 ","04/23/2026 10:00AM ","04/23/2026 11:00AM ","0.546","0.000"
"04/23/2026 ","04/23/2026 11:00AM ","04/23/2026 12:00PM ","0.612","0.000"
"04/23/2026 ","04/23/2026 12:00PM ","04/23/2026 1:00PM ","0.642","0.000"
"04/23/2026 ","04/23/2026 1:00PM ","04/23/2026 2:00PM ","0.618","0.000"
"04/23/2026 ","04/23/2026 2:00PM ","04/23/2026 3:00PM ","0.612","0.000"
"04/23/2026 ","04/23/2026 3:00PM ","04/23/2026 4:00PM ","0.666","0.000"
"04/23/2026 ","04/23/2026 4:00PM ","04/23/2026 5:00PM ","1.056","0.000"
"04/23/2026 ","04/23/2026 5:00PM ","04/23/2026 6:00PM ","0.942","0.000"
"04/23/2026 ","04/23/2026 6:00PM ","04/23/2026 7:00PM ","0.990","0.000"
"04/23/2026 ","04/23/2026 7:00PM ","04/23/2026 8:00PM ","0.768","0.000"
"04/23/2026 ","04/23/2026 8:00PM ","04/23/2026 9:00PM ","0.852","0.000"
"04/23/2026 ","04/23/2026 9:00PM ","04/23/2026 10:00PM ","0.960","0.000"
"04/23/2026 ","04/23/2026 10:00PM ","04/23/2026 11:00PM ","0.798","0.000"
"04/23/2026 ","04/23/2026 11:00PM ","04/24/2026 12:00AM ","0.600","0.000"
"04/24/2026 ","04/24/2026 12:00AM ","04/24/2026 01:00AM ","0.660","0.000"
"04/24/2026 ","04/24/2026 01:00AM ","04/24/2026 02:00AM ","3.834","0.000"
"04/24/2026 ","04/24/2026 02:00AM ","04/24/2026 03:00AM ","8.082","0.000"
"04/24/2026 ","04/24/2026 03:00AM ","04/24/2026 04:00AM ","8.094","0.000"
"04/24/2026 ","04/24/2026 04:00AM ","04/24/2026 05:00AM ","8.094","0.000"
"04/24/2026 ","04/24/2026 05:00AM ","04/24/2026 06:00AM ","8.052","0.000"
"04/24/2026 ","04/24/2026 06:00AM ","04/24/2026 07:00AM ","8.112","0.000"
"04/24/2026 ","04/24/2026 07:00AM ","04/24/2026 08:00AM ","2.232","0.000"
"04/24/2026 ","04/24/2026 08:00AM ","04/24/2026 09:00AM ","0.648","0.000"
"04/24/2026 ","04/24/2026 09:00AM ","04/24/2026 10:00AM ","0.504","0.000"
"04/24/2026 ","04/24/2026 10:00AM ","04/24/2026 11:00AM ","0.480","0.000"
"04/24/2026 ","04/24/2026 11:00AM ","04/24/2026 12:00PM ","0.462","0.000"
"04/24/2026 ","04/24/2026 12:00PM ","04/24/2026 1:00PM ","0.498","0.000"
"04/24/2026 ","04/24/2026 1:00PM ","04/24/2026 2:00PM ","0.462","0.000"
"04/24/2026 ","04/24/2026 2:00PM ","04/24/2026 3:00PM ","0.474","0.000"
"04/24/2026 ","04/24/2026 3:00PM ","04/24/2026 4:00PM ","0.498","0.000"
"04/24/2026 ","04/24/2026 4:00PM ","04/24/2026 5:00PM ","0.618","0.000"
"04/24/2026 ","04/24/2026 5:00PM ","04/24/2026 6:00PM ","0.570","0.000"
"04/24/2026 ","04/24/2026 6:00PM ","04/24/2026 7:00PM ","0.546","0.000"
"04/24/2026 ","04/24/2026 7:00PM ","04/24/2026 8:00PM ","0.780","0.000"
"04/24/2026 ","04/24/2026 8:00PM ","04/24/2026 9:00PM ","0.756","0.000"
"04/24/2026 ","04/24/2026 9:00PM ","04/24/2026 10:00PM ","0.606","0.000"
"04/24/2026 ","04/24/2026 10:00PM ","04/24/2026 11:00PM ","0.612","0.000"
"04/24/2026 ","04/24/2026 11:00PM ","04/25/2026 12:00AM ","0.600","0.000"
"04/25/2026 ","04/25/2026 12:00AM ","04/25/2026 01:00AM ","0.378","0.000"
"04/25/2026 ","04/25/2026 01:00AM ","04/25/2026 02:00AM ","0.378","0.000"
"04/25/2026 ","04/25/2026 02:00AM ","04/25/2026 03:00AM ","0.318","0.000"
"04/25/2026 ","04/25/2026 03:00AM ","04/25/2026 04:00AM ","0.342","0.000"
"04/25/2026 ","04/25/2026 04:00AM ","04/25/2026 05:00AM ","0.318","0.000"
"04/25/2026 ","04/25/2026 05:00AM ","04/25/2026 06:00AM ","0.312","0.000"
"04/25/2026 ","04/25/2026 06:00AM ","04/25/2026 07:00AM ","0.396","0.000"
"04/25/2026 ","04/25/2026 07:00AM ","04/25/2026 08:00AM ","0.456","0.000"
"04/25/2026 ","04/25/2026 08:00AM ","04/25/2026 09:00AM ","0.666","0.000"
"04/25/2026 ","04/25/2026 09:00AM ","04/25/2026 10:00AM ","0.924","0.000"
"04/25/2026 ","04/25/2026 10:00AM ","04/25/2026 11:00AM ","0.618","0.000"
"04/25/2026 ","04/25/2026 11:00AM ","04/25/2026 12:00PM ","2.088","0.000"
"04/25/2026 ","04/25/2026 12:00PM ","04/25/2026 1:00PM ","0.732","0.000"
"04/25/2026 ","04/25/2026 1:00PM ","04/25/2026 2:00PM ","1.464","0.000"
"04/25/2026 ","04/25/2026 2:00PM ","04/25/2026 3:00PM ","0.768","0.000"
"04/25/2026 ","04/25/2026 3:00PM ","04/25/2026 4:00PM ","0.894","0.000"
"04/25/2026 ","04/25/2026 4:00PM ","04/25/2026 5:00PM ","0.696","0.000"
"04/25/2026 ","04/25/2026 5:00PM ","04/25/2026 6:00PM ","0.708","0.000"
"04/25/2026 ","04/25/2026 6:00PM ","04/25/2026 7:00PM ","0.720","0.000"
"04/25/2026 ","04/25/2026 7:00PM ","04/25/2026 8:00PM ","0.798","0.000"
"04/25/2026 ","04/25/2026 8:00PM ","04/25/2026 9:00PM ","0.840","0.000"
"04/25/2026 ","04/25/2026 9:00PM ","04/25/2026 10:00PM ","0.768","0.000"
"04/25/2026 ","04/25/2026 10:00PM ","04/25/2026 11:00PM ","0.744","0.000"
"04/25/2026 ","04/25/2026 11:00PM ","04/26/2026 12:00AM ","0.606","0.000"
"04/26/2026 ","04/26/2026 12:00AM ","04/26/2026 01:00AM ","0.342","0.000"
"04/26/2026 ","04/26/2026 01:00AM ","04/26/2026 02:00AM ","0.318","0.000"
"04/26/2026 ","04/26/2026 02:00AM ","04/26/2026 03:00AM ","0.444","0.000"
"04/26/2026 ","04/26/2026 03:00AM ","04/26/2026 04:00AM ","0.360","0.000"
"04/26/2026 ","04/26/2026 04:00AM ","04/26/2026 05:00AM ","0.324","0.000"
"04/26/2026 ","04/26/2026 05:00AM ","04/26/2026 06:00AM ","0.324","0.000"
"04/26/2026 ","04/26/2026 06:00AM ","04/26/2026 07:00AM ","0.396","0.000"
"04/26/2026 ","04/26/2026 07:00AM ","04/26/2026 08:00AM ","0.366","0.000"
"04/26/2026 ","04/26/2026 08:00AM ","04/26/2026 09:00AM ","0.618","0.000"
"04/26/2026 ","04/26/2026 09:00AM ","04/26/2026 10:00AM ","0.624","0.000"
"04/26/2026 ","04/26/2026 10:00AM ","04/26/2026 11:00AM ","0.660","0.000"
"04/26/2026 ","04/26/2026 11:00AM ","04/26/2026 12:00PM ","0.690","0.000"
"04/26/2026 ","04/26/2026 12:00PM ","04/26/2026 1:00PM ","0.738","0.000"
"04/26/2026 ","04/26/2026 1:00PM ","04/26/2026 2:00PM ","0.702","0.000"
"04/26/2026 ","04/26/2026 2:00PM ","04/26/2026 3:00PM ","0.648","0.000"
