Energy Usage Information
"For location: DEMO HOUSEHOLD, AGOURA HILLS CA 91301

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"04/06/2025 ","04/06/2025 11:00PM ","04/07/2025 12:00AM ","0.630","0.000"
"04/07/2025 ","04/07/2025 12:00AM ","04/07/2025 01:00AM ","0.354","0.000"
"04/07/2025 ","04/07/2025 01:00AM ","04/07/2025 02:00AM ","0.336","0.000"
"04/07/2025 ","04/07/2025 02:00AM ","04/07/2025 03:00AM ","0.330","0.000"
"04/07/2025 ","04/07/2025 03:00AM ","04/07/2025 04:00AM ","0.312","0.000"
"04/07/2025 ","04/07/2025 04:00AM ","04/07/2025 05:00AM ","0.318","0.000"
"04/07/2025 ","04/07/2025 05:00AM ","04/07/2025 06:00AM ","0.342","0.000"
"04/07/2025 ","04/07/2025 06:00AM ","04/07/2025 07:00AM ","0.360","0.000"
"04/07/2025 ","04/07/2025 07:00AM ","04/07/2025 08:00AM ","1.002","0.000"
"04/07/2025 ","04/07/2025 08:00AM ","04/07/2025 09:00AM ","0.936","0.000"
"04/07/2025 ","04/07/2025 09:00AM ","04/07/2025 10:00AM ","0.804","0.000"
"04/07/2025 ","04/07/2025 10:00AM ","04/07/2025 11:00AM ","0.900","0.000"
"04/07/2025 ","04/07/2025 11:00AM ","04/07/2025 12:00PM ","0.870","0.000"
"04/07/2025 ","04/07/2025 12:00PM ","04/07/2025 1:00PM ","0.810","0.000"
"04/07/2025 ","04/07/2025 1:00PM ","04/07/2025 2:00PM ","0.798","0.000"
"04/07/2025 ","04/07/2025 2:00PM ","04/07/2025 3:00PM ","0.834","0.000"
"04/07/2025 ","04/07/2025 3:00PM ","04/07/2025 4:00PM ","0.822","0.000"
"04/07/2025 ","04/07/2025 4:00PM ","04/07/2025 5:00PM ","1.014","0.000"
"04/07/2025 ","04/07/2025 5:00PM ","04/07/2025 6:00PM ","3.012","0.000"
"04/07/2025 ","04/07/2025 6:00PM ","04/07/2025 7:00PM ","1.140","0.000"
"04/07/2025 ","04/07/2025 7:00PM ","04/07/2025 8:00PM ","0.840","0.000"
"04/07/2025 ","04/07/2025 8:00PM ","04/07/2025 9:00PM ","0.738","0.000"
"04/07/2025 ","04/07/2025 9:00PM ","04/07/2025 10:00PM ","0.876","0.000"
"04/07/2025 ","04/07/2025 10:00PM ","04/07/2025 11:00PM ","1.242","0.000"
"04/07/2025 ","04/07/2025 11:00PM ","04/08/2025 12:00AM ","0.792","0.000"
"04/08/2025 ","04/08/2025 12:00AM ","04/08/2025 01:00AM ","0.384","0.000"
"04/08/2025 ","04/08/2025 01:00AM ","04/08/2025 02:00AM ","0.312","0.000"
"04/08/2025 ","04/08/2025 02:00AM ","04/08/2025 03:00AM ","0.480","0.000"
"04/08/2025 ","04/08/2025 03:00AM ","04/08/2025 04:00AM ","0.366","0.000"
"04/08/2025 ","04/08/2025 04:00AM ","04/08/2025 05:00AM ","0.318","0.000"
"04/08/2025 ","04/08/2025 05:00AM ","04/08/2025 06:00AM ","2.178","0.000"
"04/08/2025 ","04/08/2025 06:00AM ","04/08/2025 07:00AM ","8.058","0.000"
"04/08/2025 ","04/08/2025 07:00AM ","04/08/2025 08:00AM ","5.868","0.000"
"04/08/2025 ","04/08/2025 08:00AM ","04/08/2025 09:00AM ","1.278","0.000"
"04/08/2025 ","04/08/2025 09:00AM ","04/08/2025 10:00AM ","0.510","0.000"
"04/08/2025 ","04/08/2025 10:00AM ","04/08/2025 11:00AM ","1.020","0.000"
"04/08/2025 ","04/08/2025 11:00AM ","04/08/2025 12:00PM ","1.770","0.000"
"04/08/2025 ","04/08/2025 12:00PM ","04/08/2025 1:00PM ","3.336","0.000"
"04/08/2025 ","04/08/2025 1:00PM ","04/08/2025 2:00PM ","4.290","0.000"
"04/08/2025 ","04/08/2025 2:00PM ","04/08/2025 3:00PM ","5.784","0.000"
"04/08/2025 ","04/08/2025 3:00PM ","04/08/2025 4:00PM ","5.508","0.000"
"04/08/2025 ","04/08/2025 4:00PM ","04/08/2025 5:00PM ","4.224","0.000"
"04/08/2025 ","04/08/2025 5:00PM ","04/08/2025 6:00PM ","4.470","0.000"
"04/08/2025 ","04/08/2025 6:00PM ","04/08/2025 7:00PM ","0.858","0.000"
"04/08/2025 ","04/08/2025 7:00PM ","04/08/2025 8:00PM ","1.014","0.000"
"04/08/2025 ","04/08/2025 8:00PM ","04/08/2025 9:00PM ","2.772","0.000"
"04/08/2025 ","04/08/2025 9:00PM ","04/08/2025 10:00PM ","1.920","0.000"
"04/08/2025 ","04/08/2025 10:00PM ","04/08/2025 11:00PM ","1.230","0.000"
"04/08/2025 ","04/08/2025 11:00PM ","04/09/2025 12:00AM ","0.792","0.000"
"04/09/2025 ","04/09/2025 12:00AM ","04/09/2025 01:00AM ","0.492","0.000"
"04/09/2025 ","04/09/2025 01:00AM ","04/09/2025 02:00AM ","0.492","0.000"
"04/09/2025 ","04/09/2025 02:00AM ","04/09/2025 03:00AM ","0.372","0.000"
"04/09/2025 ","04/09/2025 03:00AM ","04/09/2025 04:00AM ","0.324","0.000"
"04/09/2025 ","04/09/2025 04:00AM ","04/09/2025 05:00AM ","0.318","0.000"
"04/09/2025 ","04/09/2025 05:00AM ","04/09/2025 06:00AM ","0.324","0.000"
"04/09/2025 ","04/09/2025 06:00AM ","04/09/2025 07:00AM ","0.330","0.000"
"04/09/2025 ","04/09/2025 07:00AM ","04/09/2025 08:00AM ","0.972","0.000"
"04/09/2025 ","04/09/2025 08:00AM ","04/09/2025 09:00AM ","0.810","0.000"
"04/09/2025 ","04/09/2025 09:00AM ","04/09/2025 10:00AM ","0.624","0.000"
"04/09/2025 ","04/09/2025 10:00AM ","04/09/2025 11:00AM ","0.738","0.000"
"04/09/2025 ","04/09/2025 11:00AM ","04/09/2025 12:00PM ","0.708","0.000"
"04/09/2025 ","04/09/2025 12:00PM ","04/09/2025 1:00PM ","0.576","0.000"
"04/09/2025 ","04/09/2025 1:00PM ","04/09/2025 2:00PM ","1.170","0.000"
"04/09/2025 ","04/09/2025 2:00PM ","04/09/2025 3:00PM ","2.082","0.000"
"04/09/2025 ","04/09/2025 3:00PM ","04/09/2025 4:00PM ","2.478","0.000"
"04/09/2025 ","04/09/2025 4:00PM ","04/09/2025 5:00PM ","2.868","0.000"
"04/09/2025 ","04/09/2025 5:00PM ","04/09/2025 6:00PM ","4.104","0.000"
"04/09/2025 ","04/09/2025 6:00PM ","04/09/2025 7:00PM ","3.180","0.000"
"04/09/2025 ","04/09/2025 7:00PM ","04/09/2025 8:00PM ","2.616","0.000"
"04/09/2025 ","04/09/2025 8:00PM ","04/09/2025 9:00PM ","2.478","0.000"
"04/09/2025 ","04/09/2025 9:00PM ","04/09/2025 10:00PM ","1.404","0.000"
"04/09/2025 ","04/09/2025 10:00PM ","04/09/2025 11:00PM ","1.404","0.000"
"04/09/2025 ","04/09/2025 11:00PM ","04/10/2025 12:00AM ","0.954","0.000"
"04/10/2025 ","04/10/2025 12:00AM ","04/10/2025 01:00AM ","0.582","0.000"
"04/10/2025 ","04/10/2025 01:00AM ","04/10/2025 02:00AM ","0.378","0.000"
"04/10/2025 ","04/10/2025 02:00AM ","04/10/2025 03:00AM ","0.342","0.000"
"04/10/2025 ","04/10/2025 03:00AM ","04/10/2025 04:00AM ","0.324","0.000"
"04/10/2025 ","04/10/2025 04:00AM ","04/10/2025 05:00AM ","0.312","0.000"
"04/10/2025 ","04/10/2025 05:00AM ","04/10/2025 06:00AM ","0.300","0.000"
"04/10/2025 ","04/10/2025 06:00AM ","04/10/2025 07:00AM ","0.306","0.000"
"04/10/2025 ","04/10/2025 07:00AM ","04/10/2025 08:00AM ","0.690","0.000"
"04/10/2025 ","04/10/2025 08:00AM ","04/10/2025 09:00AM ","0.744","0.000"
"04/10/2025 ","04/10/2025 09:00AM ","04/10/2025 10:00AM ","0.660","0.000"
"04/10/2025 ","04/10/2025 10:00AM ","04/10/2025 11:00AM ","1.098","0.000"
"04/10/2025 ","04/10/2025 11:00AM ","04/10/2025 12:00PM ","1.848","0.000"
"04/10/2025 ","04/10/2025 12:00PM ","04/10/2025 1:00PM ","2.994","0.000"
"04/10/2025 ","04/10/2025 1:00PM ","04/10/2025 2:00PM ","4.506","0.000"
"04/10/2025 ","04/10/2025 2:00PM ","04/10/2025 3:00PM ","5.946","0.000"
"04/10/2025 ","04/10/2025 3:00PM ","04/10/2025 4:00PM ","7.962","0.000"
"04/10/2025 ","04/10/2025 4:00PM ","04/10/2025 5:00PM ","7.002","0.000"
"04/10/2025 ","04/10/2025 5:00PM ","04/10/2025 6:00PM ","7.620","0.000"
"04/10/2025 ","04/10/2025 6:00PM ","04/10/2025 7:00PM ","3.630","0.000"
"04/10/2025 ","04/10/2025 7:00PM ","04/10/2025 8:00PM ","2.250","0.000"
"04/10/2025 ","04/10/2025 8:00PM ","04/10/2025 9:00PM ","2.034","0.000"
"04/10/2025 ","04/10/2025 9:00PM ","04/10/2025 10:00PM ","1.476","0.000"
"04/10/2025 ","04/10/2025 10:00PM ","04/10/2025 11:00PM ","1.392","0.000"
"04/10/2025 ","04/10/2025 11:00PM ","04/11/2025 12:00AM ","0.882","0.000"
"04/11/2025 ","04/11/2025 12:00AM ","04/11/2025 01:00AM ","0.330","0.000"
"04/11/2025 ","04/11/2025 01:00AM ","04/11/2025 02:00AM ","0.318","0.000"
"04/11/2025 ","04/11/2025 02:00AM ","04/11/2025 03:00AM ","0.318","0.000"
"04/11/2025 ","04/11/2025 03:00AM ","04/11/2025 04:00AM ","0.342","0.000"
"04/11/2025 ","04/11/2025 04:00AM ","04/11/2025 05:00AM ","0.342","0.000"
"04/11/2025 ","04/11/2025 05:00AM ","04/11/2025 06:00AM ","0.480","0.000"
"04/11/2025 ","04/11/2025 06:00AM ","04/11/2025 07:00AM ","0.396","0.000"
"04/11/2025 ","04/11/2025 07:00AM ","04/11/2025 08:00AM ","0.750","0.000"
"04/11/2025 ","04/11/2025 08:00AM ","04/11/2025 09:00AM ","0.714","0.000"
"04/11/2025 ","04/11/2025 09:00AM ","04/11/2025 10:00AM ","0.732","0.000"
"04/11/2025 ","04/11/2025 10:00AM ","04/11/2025 11:00AM ","0.570","0.000"
"04/11/2025 ","04/11/2025 11:00AM ","04/11/2025 12:00PM ","0.570","0.000"
"04/11/2025 ","04/11/2025 12:00PM ","04/11/2025 1:00PM ","0.930","0.000"
"04/11/2025 ","04/11/2025 1:00PM ","04/11/2025 2:00PM ","1.476","0.000"
"04/11/2025 ","04/11/2025 2:00PM ","04/11/2025 3:00PM ","2.418","0.000"
"04/11/2025 ","04/11/2025 3:00PM ","04/11/2025 4:00PM ","2.724","0.000"
"04/11/2025 ","04/11/2025 4:00PM ","04/11/2025 5:00PM ","2.970","0.000"
"04/11/2025 ","04/11/2025 5:00PM ","04/11/2025 6:00PM ","2.784","0.000"
"04/11/2025 ","04/11/2025 6:00PM ","04/11/2025 7:00PM ","2.640","0.000"
"04/11/2025 ","04/11/2025 7:00PM ","04/11/2025 8:00PM ","2.658","0.000"
"04/11/2025 ","04/11/2025 8:00PM ","04/11/2025 9:00PM ","2.616","0.000"
"04/11/2025 ","04/11/2025 9:00PM ","04/11/2025 10:00PM ","1.902","0.000"
"04/11/2025 ","04/11/2025 10:00PM ","04/11/2025 11:00PM ","1.458","0.000"
"04/11/2025 ","04/11/2025 11:00PM ","04/12/2025 12:00AM ","1.236","0.000"
"04/12/2025 ","04/12/2025 12:00AM ","04/12/2025 01:00AM ","0.636","0.000"
"04/12/2025 ","04/12/2025 01:00AM ","04/12/2025 02:00AM ","0.342","0.000"
"04/12/2025 ","04/12/2025 02:00AM ","04/12/2025 03:00AM ","0.324","0.000"
"04/12/2025 ","04/12/2025 03:00AM ","04/12/2025 04:00AM ","0.318","0.000"
"04/12/2025 ","04/12/2025 04:00AM ","04/12/2025 05:00AM ","0.318","0.000"
"04/12/2025 ","04/12/2025 05:00AM ","04/12/2025 06:00AM ","0.306","0.000"
"04/12/2025 ","04/12/2025 06:00AM ","04/12/2025 07:00AM ","0.294","0.000"
"04/12/2025 ","04/12/2025 07:00AM ","04/12/2025 08:00AM ","0.312","0.000"
"04/12/2025 ","04/12/2025 08:00AM ","04/12/2025 09:00AM ","0.540","0.000"
"04/12/2025 ","04/12/2025 09:00AM ","04/12/2025 10:00AM ","1.260","0.000"
"04/12/2025 ","04/12/2025 10:00AM ","04/12/2025 11:00AM ","1.218","0.000"
"04/12/2025 ","04/12/2025 11:00AM ","04/12/2025 12:00PM ","1.338","0.000"
"04/12/2025 ","04/12/2025 12:00PM ","04/12/2025 1:00PM ","0.804","0.000"
"04/12/2025 ","04/12/2025 1:00PM ","04/12/2025 2:00PM ","0.756","0.000"
"04/12/2025 ","04/12/2025 2:00PM ","04/12/2025 3:00PM ","0.750","0.000"
"04/12/2025 ","04/12/2025 3:00PM ","04/12/2025 4:00PM ","0.660","0.000"
"04/12/2025 ","04/12/2025 4:00PM ","04/12/2025 5:00PM ","0.684","0.000"
"04/12/2025 ","04/12/2025 5:00PM ","04/12/2025 6:00PM ","1.026","0.000"
"04/12/2025 ","04/12/2025 6:00PM ","04/12/2025 7:00PM ","2.028","0.000"
"04/12/2025 ","04/12/2025 7:00PM ","04/12/2025 8:00PM ","1.578","0.000"
"04/12/2025 ","04/12/2025 8:00PM ","04/12/2025 9:00PM ","1.590","0.000"
"04/12/2025 ","04/12/2025 9:00PM ","04/12/2025 10:00PM ","0.960","0.000"
"04/12/2025 ","04/12/2025 10:00PM ","04/12/2025 11:00PM ","0.834","0.000"
"04/12/2025 ","04/12/2025 11:00PM ","04/13/2025 12:00AM ","0.972","0.000"
"04/13/2025 ","04/13/2025 12:00AM ","04/13/2025 01:00AM ","0.642","0.000"
"04/13/2025 ","04/13/2025 01:00AM ","04/13/2025 02:00AM ","0.480","0.000"
"04/13/2025 ","04/13/2025 02:00AM ","04/13/2025 03:00AM ","0.366","0.000"
"04/13/2025 ","04/13/2025 03:00AM ","04/13/2025 04:00AM ","0.342","0.000"
"04/13/2025 ","04/13/2025 04:00AM ","04/13/2025 05:00AM ","6.078","0.000"
"04/13/2025 ","04/13/2025 05:00AM ","04/13/2025 06:00AM ","8.076","0.000"
"04/13/2025 ","04/13/2025 06:00AM ","04/13/2025 07:00AM ","8.070","0.000"
"04/13/2025 ","04/13/2025 07:00AM ","04/13/2025 08:00AM ","4.506","0.000"
"04/13/2025 ","04/13/2025 08:00AM ","04/13/2025 09:00AM ","0.558","0.000"
"04/13/2025 ","04/13/2025 09:00AM ","04/13/2025 10:00AM ","0.780","0.000"
"04/13/2025 ","04/13/2025 10:00AM ","04/13/2025 11:00AM ","0.948","0.000"
"04/13/2025 ","04/13/2025 11:00AM ","04/13/2025 12:00PM ","1.356","0.000"
"04/13/2025 ","04/13/2025 12:00PM ","04/13/2025 1:00PM ","0.876","0.000"
"04/13/2025 ","04/13/2025 1:00PM ","04/13/2025 2:00PM ","0.900","0.000"
"04/13/2025 ","04/13/2025 2:00PM ","04/13/2025 3:00PM ","1.230","0.000"
"04/13/2025 ","04/13/2025 3:00PM ","04/13/2025 4:00PM ","0.774","0.000"
"04/13/2025 ","04/13/2025 4:00PM ","04/13/2025 5:00PM ","0.498","0.000"
"04/13/2025 ","04/13/2025 5:00PM ","04/13/2025 6:00PM ","0.510","0.000"
"04/13/2025 ","04/13/2025 6:00PM ","04/13/2025 7:00PM ","0.510","0.000"
"04/13/2025 ","04/13/2025 7:00PM ","04/13/2025 8:00PM ","0.600","0.000"
"04/13/2025 ","04/13/2025 8:00PM ","04/13/2025 9:00PM ","0.828","0.000"
"04/13/2025 ","04/13/2025 9:00PM ","04/13/2025 10:00PM ","0.978","0.000"
"04/13/2025 ","04/13/2025 10:00PM ","04/13/2025 11:00PM ","1.206","0.000"
"04/13/2025 ","04/13/2025 11:00PM ","04/14/2025 12:00AM ","0.582","0.000"
"04/14/2025 ","04/14/2025 12:00AM ","04/14/2025 01:00AM ","0.336","0.000"
"04/14/2025 ","04/14/2025 01:00AM ","04/14/2025 02:00AM ","0.318","0.000"
"04/14/2025 ","04/14/2025 02:00AM ","04/14/2025 03:00AM ","0.318","0.000"
"04/14/2025 ","04/14/2025 03:00AM ","04/14/2025 04:00AM ","0.324","0.000"
"04/14/2025 ","04/14/2025 04:00AM ","04/14/2025 05:00AM ","3.504","0.000"
"04/14/2025 ","04/14/2025 05:00AM ","04/14/2025 06:00AM ","8.070","0.000"
"04/14/2025 ","04/14/2025 06:00AM ","04/14/2025 07:00AM ","8.106","0.000"
"04/14/2025 ","04/14/2025 07:00AM ","04/14/2025 08:00AM ","6.192","0.000"
"04/14/2025 ","04/14/2025 08:00AM ","04/14/2025 09:00AM ","2.892","0.000"
"04/14/2025 ","04/14/2025 09:00AM ","04/14/2025 10:00AM ","5.154","0.000"
"04/14/2025 ","04/14/2025 10:00AM ","04/14/2025 11:00AM ","0.348","0.000"
"04/14/2025 ","04/14/2025 11:00AM ","04/14/2025 12:00PM ","0.282","0.000"
"04/14/2025 ","04/14/2025 12:00PM ","04/14/2025 1:00PM ","0.288","0.000"
"04/14/2025 ","04/14/2025 1:00PM ","04/14/2025 2:00PM ","0.294","0.000"
"04/14/2025 ","04/14/2025 2:00PM ","04/14/2025 3:00PM ","0.288","0.000"
"04/14/2025 ","04/14/2025 3:00PM ","04/14/2025 4:00PM ","0.288","0.000"
"04/14/2025 ","04/14/2025 4:00PM ","04/14/2025 5:00PM ","0.312","0.000"
"04/14/2025 ","04/14/2025 5:00PM ","04/14/2025 6:00PM ","0.312","0.000"
"04/14/2025 ","04/14/2025 6:00PM ","04/14/2025 7:00PM ","0.288","0.000"
"04/14/2025 ","04/14/2025 7:00PM ","04/14/2025 8:00PM ","0.360","0.000"
"04/14/2025 ","04/14/2025 8:00PM ","04/14/2025 9:00PM ","0.372","0.000"
"04/14/2025 ","04/14/2025 9:00PM ","04/14/2025 10:00PM ","0.372","0.000"
"04/14/2025 ","04/14/2025 10:00PM ","04/14/2025 11:00PM ","0.378","0.000"
"04/14/2025 ","04/14/2025 11:00PM ","04/15/2025 12:00AM ","0.366","0.000"
"04/15/2025 ","04/15/2025 12:00AM ","04/15/2025 01:00AM ","0.306","0.000"
"04/15/2025 ","04/15/2025 01:00AM ","04/15/2025 02:00AM ","0.306","0.000"
"04/15/2025 ","04/15/2025 02:00AM ","04/15/2025 03:00AM ","0.366","0.000"
"04/15/2025 ","04/15/2025 03:00AM ","04/15/2025 04:00AM ","0.438","0.000"
"04/15/2025 ","04/15/2025 04:00AM ","04/15/2025 05:00AM ","0.360","0.000"
"04/15/2025 ","04/15/2025 05:00AM ","04/15/2025 06:00AM ","0.390","0.000"
"04/15/2025 ","04/15/2025 06:00AM ","04/15/2025 07:00AM ","0.540","0.000"
"04/15/2025 ","04/15/2025 07:00AM ","04/15/2025 08:00AM ","0.402","0.000"
"04/15/2025 ","04/15/2025 08:00AM ","04/15/2025 09:00AM ","0.414","0.000"
"04/15/2025 ","04/15/2025 09:00AM ","04/15/2025 10:00AM ","0.264","0.000"
"04/15/2025 ","04/15/2025 10:00AM ","04/15/2025 11:00AM ","0.270","0.000"
"04/15/2025 ","04/15/2025 11:00AM ","04/15/2025 12:00PM ","0.282","0.000"
"04/15/2025 ","04/15/2025 12:00PM ","04/15/2025 1:00PM ","0.288","0.000"
"04/15/2025 ","04/15/2025 1:00PM ","04/15/2025 2:00PM ","0.390","0.000"
"04/15/2025 ","04/15/2025 2:00PM ","04/15/2025 3:00PM ","0.408","0.000"
"04/15/2025 ","04/15/2025 3:00PM ","04/15/2025 4:00PM ","0.294","0.000"
"04/15/2025 ","04/15/2025 4:00PM ","04/15/2025 5:00PM ","0.282","0.000"
"04/15/2025 ","04/15/2025 5:00PM ","04/15/2025 6:00PM ","0.282","0.000"
"04/15/2025 ","04/15/2025 6:00PM ","04/15/2025 7:00PM ","0.288","0.000"
"04/15/2025 ","04/15/2025 7:00PM ","04/15/2025 8:00PM ","0.360","0.000"
"04/15/2025 ","04/15/2025 8:00PM ","04/15/2025 9:00PM ","0.378","0.000"
"04/15/2025 ","04/15/2025 9:00PM ","04/15/2025 10:00PM ","0.444","0.000"
"04/15/2025 ","04/15/2025 10:00PM ","04/15/2025 11:00PM ","0.462","0.000"
"04/15/2025 ","04/15/2025 11:00PM ","04/16/2025 12:00AM ","0.468","0.000"
"04/16/2025 ","04/16/2025 12:00AM ","04/16/2025 01:00AM ","0.294","0.000"
"04/16/2025 ","04/16/2025 01:00AM ","04/16/2025 02:00AM ","0.306","0.000"
"04/16/2025 ","04/16/2025 02:00AM ","04/16/2025 03:00AM ","0.324","0.000"
"04/16/2025 ","04/16/2025 03:00AM ","04/16/2025 04:00AM ","0.324","0.000"
"04/16/2025 ","04/16/2025 04:00AM ","04/16/2025 05:00AM ","0.348","0.000"
"04/16/2025 ","04/16/2025 05:00AM ","04/16/2025 06:00AM ","0.354","0.000"
"04/16/2025 ","04/16/2025 06:00AM ","04/16/2025 07:00AM ","0.552","0.000"
"04/16/2025 ","04/16/2025 07:00AM ","04/16/2025 08:00AM ","0.426","0.000"
"04/16/2025 ","04/16/2025 08:00AM ","04/16/2025 09:00AM ","0.402","0.000"
"04/16/2025 ","04/16/2025 09:00AM ","04/16/2025 10:00AM ","0.270","0.000"
"04/16/2025 ","04/16/2025 10:00AM ","04/16/2025 11:00AM ","0.270","0.000"
"04/16/2025 ","04/16/2025 11:00AM ","04/16/2025 12:00PM ","0.264","0.000"
"04/16/2025 ","04/16/2025 12:00PM ","04/16/2025 1:00PM ","0.264","0.000"
"04/16/2025 ","04/16/2025 1:00PM ","04/16/2025 2:00PM ","0.270","0.000"
"04/16/2025 ","04/16/2025 2:00PM ","04/16/2025 3:00PM ","0.264","0.000"
"04/16/2025 ","04/16/2025 3:00PM ","04/16/2025 4:00PM ","0.300","0.000"
"04/16/2025 ","04/16/2025 4:00PM ","04/16/2025 5:00PM ","0.468","0.000"
"04/16/2025 ","04/16/2025 5:00PM ","04/16/2025 6:00PM ","0.312","0.000"
"04/16/2025 ","04/16/2025 6:00PM ","04/16/2025 7:00PM ","0.348","0.000"
"04/16/2025 ","04/16/2025 7:00PM ","04/16/2025 8:00PM ","0.336","0.000"
"04/16/2025 ","04/16/2025 8:00PM ","04/16/2025 9:00PM ","0.378","0.000"
"04/16/2025 ","04/16/2025 9:00PM ","04/16/2025 10:00PM ","0.360","0.000"
"04/16/2025 ","04/16/2025 10:00PM ","04/16/2025 11:00PM ","0.354","0.000"
"04/16/2025 ","04/16/2025 11:00PM ","04/17/2025 12:00AM ","0.474","0.000"
"04/17/2025 ","04/17/2025 12:00AM ","04/17/2025 01:00AM ","0.294","0.000"
"04/17/2025 ","04/17/2025 01:00AM ","04/17/2025 02:00AM ","0.288","0.000"
"04/17/2025 ","04/17/2025 02:00AM ","04/17/2025 03:00AM ","0.408","0.000"
"04/17/2025 ","04/17/2025 03:00AM ","04/17/2025 04:00AM ","0.306","0.000"
"04/17/2025 ","04/17/2025 04:00AM ","04/17/2025 05:00AM ","0.360","0.000"
"04/17/2025 ","04/17/2025 05:00AM ","04/17/2025 06:00AM ","0.324","0.000"
"04/17/2025 ","04/17/2025 06:00AM ","04/17/2025 07:00AM ","0.522","0.000"
"04/17/2025 ","04/17/2025 07:00AM ","04/17/2025 08:00AM ","0.366","0.000"
"04/17/2025 ","04/17/2025 08:00AM ","04/17/2025 09:00AM ","0.408","0.000"
"04/17/2025 ","04/17/2025 09:00AM ","04/17/2025 10:00AM ","0.264","0.000"
"04/17/2025 ","04/17/2025 10:00AM ","04/17/2025 11:00AM ","0.270","0.000"
"04/17/2025 ","04/17/2025 11:00AM ","04/17/2025 12:00PM ","0.258","0.000"
"04/17/2025 ","04/17/2025 12:00PM ","04/17/2025 1:00PM ","0.408","0.000"
"04/17/2025 ","04/17/2025 1:00PM ","04/17/2025 2:00PM ","0.312","0.000"
"04/17/2025 ","04/17/2025 2:00PM ","04/17/2025 3:00PM ","0.282","0.000"
"04/17/2025 ","04/17/2025 3:00PM ","04/17/2025 4:00PM ","0.270","0.000"
"04/17/2025 ","04/17/2025 4:00PM ","04/17/2025 5:00PM ","0.396","0.000"
"04/17/2025 ","04/17/2025 5:00PM ","04/17/2025 6:00PM ","0.564","0.000"
"04/17/2025 ","04/17/2025 6:00PM ","04/17/2025 7:00PM ","0.546","0.000"
"04/17/2025 ","04/17/2025 7:00PM ","04/17/2025 8:00PM ","0.582","0.000"
"04/17/2025 ","04/17/2025 8:00PM ","04/17/2025 9:00PM ","0.594","0.000"
"04/17/2025 ","04/17/2025 9:00PM ","04/17/2025 10:00PM ","0.636","0.000"
"04/17/2025 ","04/17/2025 10:00PM ","04/17/2025 11:00PM ","0.552","0.000"
"04/17/2025 ","04/17/2025 11:00PM ","04/18/2025 12:00AM ","0.582","0.000"
"04/18/2025 ","04/18/2025 12:00AM ","04/18/2025 01:00AM ","0.396","0.000"
"04/18/2025 ","04/18/2025 01:00AM ","04/18/2025 02:00AM ","0.456","0.000"
"04/18/2025 ","04/18/2025 02:00AM ","04/18/2025 03:00AM ","0.432","0.000"
"04/18/2025 ","04/18/2025 03:00AM ","04/18/2025 04:00AM ","0.414","0.000"
"04/18/2025 ","04/18/2025 04:00AM ","04/18/2025 05:00AM ","0.486","0.000"
"04/18/2025 ","04/18/2025 05:00AM ","04/18/2025 06:00AM ","0.462","0.000"
"04/18/2025 ","04/18/2025 06:00AM ","04/18/2025 07:00AM ","0.750","0.000"
"04/18/2025 ","04/18/2025 07:00AM ","04/18/2025 08:00AM ","0.570","0.000"
"04/18/2025 ","04/18/2025 08:00AM ","04/18/2025 09:00AM ","0.516","0.000"
"04/18/2025 ","04/18/2025 09:00AM ","04/18/2025 10:00AM ","0.372","0.000"
"04/18/2025 ","04/18/2025 10:00AM ","04/18/2025 11:00AM ","0.372","0.000"
"04/18/2025 ","04/18/2025 11:00AM ","04/18/2025 12:00PM ","0.354","0.000"
"04/18/2025 ","04/18/2025 12:00PM ","04/18/2025 1:00PM ","0.360","0.000"
"04/18/2025 ","04/18/2025 1:00PM ","04/18/2025 2:00PM ","0.366","0.000"
"04/18/2025 ","04/18/2025 2:00PM ","04/18/2025 3:00PM ","0.390","0.000"
"04/18/2025 ","04/18/2025 3:00PM ","04/18/2025 4:00PM ","0.366","0.000"
"04/18/2025 ","04/18/2025 4:00PM ","04/18/2025 5:00PM ","0.438","0.000"
"04/18/2025 ","04/18/2025 5:00PM ","04/18/2025 6:00PM ","0.432","0.000"
"04/18/2025 ","04/18/2025 6:00PM ","04/18/2025 7:00PM ","0.486","0.000"
"04/18/2025 ","04/18/2025 7:00PM ","04/18/2025 8:00PM ","0.636","0.000"
"04/18/2025 ","04/18/2025 8:00PM ","04/18/2025 9:00PM ","0.618","0.000"
"04/18/2025 ","04/18/2025 9:00PM ","04/18/2025 10:00PM ","0.726","0.000"
"04/18/2025 ","04/18/2025 10:00PM ","04/18/2025 11:00PM ","0.624","0.000"
"04/18/2025 ","04/18/2025 11:00PM ","04/19/2025 12:00AM ","0.558","0.000"
"04/19/2025 ","04/19/2025 12:00AM ","04/19/2025 01:00AM ","0.420","0.000"
"04/19/2025 ","04/19/2025 01:00AM ","04/19/2025 02:00AM ","8.178","0.000"
"04/19/2025 ","04/19/2025 02:00AM ","04/19/2025 03:00AM ","8.232","0.000"
"04/19/2025 ","04/19/2025 03:00AM ","04/19/2025 04:00AM ","8.358","0.000"
"04/19/2025 ","04/19/2025 04:00AM ","04/19/2025 05:00AM ","8.244","0.000"
